location,climate,housing,health,crime,transportation,education,arts,recreation,economy,climate_log10,housing_log10,health_log10,crime_log10,transportation_log10,education_log10,arts_log10,recreation_log10,economy_log10
"Jackson,MI",518,6794,679,1021,4800,2654,323,1933,3822,2.71432975975,3.83212554253,2.83186977428,3.00902574209,3.68124123738,3.42390091853,2.50920252233,3.28623185403,3.58229068272
"Jackson,MS",412,7245,1792,1091,4917,3130,3209,1427,5186,2.61489721603,3.86003838981,3.25333800533,3.03782475059,3.69170020829,3.49554433755,3.5063697171,3.15442397311,3.71483251243
"Jacksonville,FL",457,6626,1181,1211,5611,3048,2162,2884,6139,2.65991620007,3.82125143155,3.07224989761,3.08314414314,3.7490402687,3.48401496267,3.33485568962,3.45999525605,3.78809763338
"Jacksonville,NC",564,6111,740,967,1780,2646,567,1177,6386,2.75127910398,3.78611228372,2.86923171973,2.98542647408,3.25042000231,3.42258983985,2.75358305889,3.07077646284,3.8052289142
"Janesville-Beloit,WI",466,7447,700,858,3092,2532,1092,1615,4371,2.66838591669,3.87198135384,2.84509804001,2.93348728785,3.49023948525,3.40346370135,3.03822263837,3.20817252667,3.64058080649
"Jersey-City,NJ",601,8810,1759,1434,4982,2574,7420,1001,4889,2.778874472,3.94497590841,3.24526583946,3.15654915133,3.6974037232,3.41060854257,3.87040390528,3.00043407748,3.68922003726
"Johnson-City-Kingsport-Bristol,TN-VA",663,6119,1152,424,2532,2925,1925,2155,4903,2.8215135284,3.7866804532,3.06145247909,2.62736585659,3.40346370135,3.46612587042,3.28443073384,3.3334472745,3.69046189325
"Johnstown,PA",547,6524,731,353,4343,2691,666,903,4181,2.73798732633,3.81451395237,2.86391737696,2.54777470539,3.63778982936,3.42991369776,2.82347422917,2.95568775031,3.62128016755
"Joliet,IL",479,9327,1058,837,4645,2868,3177,1636,4631,2.68033551341,3.96974197676,3.0244856677,2.92272545799,3.66698571833,3.457579147,3.50201721483,3.21378329934,3.66567478099
"Joplin,MO",580,5159,500,628,2335,2871,80,801,5324,2.76342799356,3.71256552787,2.69897000434,2.79795964374,3.3682868849,3.4580331925,1.90308998699,2.90363251608,3.7262380468
"Kalamazoo,MI",527,7919,1043,1120,5419,2896,2071,2163,4794,2.72181061521,3.89867034297,3.01828430843,3.04921802267,3.73391915101,3.46179855753,3.31618009889,3.33505651944,3.6806980297
"Kankakee,IL",483,7230,609,976,3444,2855,75,1119,5579,2.68394713075,3.85913829729,2.78461729263,2.98944981767,3.53706314278,3.45560611258,1.87506126339,3.04883008653,3.74655636141
"Kansas-City,KS",549,8126,1711,1142,5006,3028,1167,1045,6166,2.73957234445,3.90987681799,3.23325000954,3.05766610391,3.69949084527,3.48115587083,3.06707085605,3.01911629045,3.79000352039
"Kansas-City,MO",549,7076,1939,1468,5869,2949,5553,2043,4865,2.73957234445,3.84978782424,3.28757780908,3.16672605558,3.76856410951,3.46967477255,3.74452767347,3.31026836663,3.6870828446
"Kenosha,WI",496,8516,1067,911,4473,2918,3844,2224,5176,2.69548167649,3.93023565277,3.02816441942,2.95951837697,3.65059889817,3.46508528756,3.584783379,3.34713478291,3.71399426766
"Kileen-Temple,TX",365,6463,398,733,2862,3167,920,931,6331,2.56229286446,3.81043415592,2.59988307207,2.86510397464,3.45666962942,3.50064806337,2.96378782735,2.96894968098,3.80147231352
"Knoxville,TN",670,6692,960,622,4273,2761,3309,2514,5537,2.8260748027,3.82555593229,2.98227123304,2.79379038469,3.63073289282,3.44106640664,3.51969676716,3.40036527335,3.74327452351
"Kokomo,IN",512,6616,596,413,1817,2904,285,1000,3429,2.70926996098,3.82059549654,2.77524625974,2.61595005166,3.25935492731,3.46299661203,2.45484486001,3.0,3.53516748511
"La-Crosse,WI",352,8310,686,676,6096,3027,1466,1953,5648,2.54654266348,3.91960102378,2.83632411571,2.82994669594,3.78504495833,3.48101242096,3.16613397031,3.29070224329,3.75189468804
"Lafayette,IN",494,7778,655,465,4956,2945,2235,1814,4333,2.69372694892,3.89086793881,2.81624129999,2.66745295289,3.6951312977,3.46908529912,3.34927752747,3.25863728272,3.63678868903
"Lafayette,LA",429,8572,548,1030,5268,2305,1772,1734,9702,2.63245729218,3.93308216237,2.73878055848,3.01283722471,3.72164576629,3.36267092973,3.24846371755,3.23904909314,3.98686127029
"Lake-Charles,LA",469,6921,314,1093,3549,2336,1456,1855,5872,2.67117284272,3.84016884924,2.49692964807,3.03862016195,3.55010599935,3.36847283844,3.16316137498,3.26834391395,3.76878604691
"Lake-County,IL",514,13282,1237,822,3422,2607,3746,2435,5755,2.710963119,4.1232634759,3.09236969963,2.91487181754,3.53428000521,3.41614103117,3.57356777304,3.38649896555,3.76004532797
"Lakeland-Winter-Haven,FL",307,6680,323,1373,3412,2998,309,2513,5594,2.48713837548,3.82477646248,2.50920252233,3.13767053724,3.5330090225,3.47683162851,2.48995847942,3.40019248859,3.74772246204
"Lancaster,PA",559,8631,1111,413,3908,3097,1015,1147,5120,2.74741180789,3.93606111661,3.04571405894,2.61595005166,3.59195455505,3.49094120536,3.00646604225,3.0595634179,3.70926996098
"Lansing-East-Lansing,MI",480,7907,1371,894,5557,2891,4206,1609,4747,2.68124123738,3.8980117388,3.13703745479,2.9513375188,3.74484039679,3.46104809167,3.62386926835,3.2065560441,3.67641923172
"Laredo,TX",424,6152,465,1050,3322,2827,150,702,5264,2.62736585659,3.78901632679,2.66745295289,3.02118929907,3.52139962812,3.45132580849,2.17609125906,2.84633711213,3.72131588061
"Las-Cruces,NM",552,6962,588,1457,2989,2736,2804,1609,5341,2.74193907773,3.84273401895,2.76937732608,3.16345955177,3.47552591504,3.43711609305,3.44777800929,3.2065560441,3.72762257797
"Las-Vegas,NV",556,9906,412,1913,5900,2241,1586,3996,6035,2.74507479158,3.99589832365,2.61489721603,3.28171497003,3.77085201164,3.35044185654,3.20030318298,3.60162547955,3.78067727443
"Lawrence,KS",513,7497,621,1018,2931,2700,3150,1752,4573,2.71011736511,3.87488751085,2.79309160018,3.007747778,3.46701581844,3.43136376416,3.49831055379,3.24353410183,3.66020120138
"Lawrence-Haverhill,MA-NH",548,10414,1202,909,3575,2479,2111,1879,6527,2.73878055848,4.01761757334,3.07990446767,2.95856388322,3.55327604614,3.39427652677,3.32448823331,3.2739267801,3.8147136127
"Lawton,OK",479,5850,477,1156,2366,2375,1280,1757,6105,2.68033551341,3.76715586608,2.67851837904,3.06295783408,3.37401474029,3.37566361396,3.10720996965,3.2447717615,3.78568566828
"Lewiston-Auburn,ME",490,6876,759,764,2941,2694,736,1853,4444,2.69019608003,3.83733586802,2.8802417759,2.88309335858,3.46849502451,3.43039759139,2.86687781434,3.26787541932,3.64777405027
"Lexington-Fayette,KY",635,8340,1860,1055,4080,2861,3596,1403,6245,2.80277372529,3.92116605064,3.26951294422,3.02325245963,3.61066016309,3.45651785781,3.55581968306,3.14705767103,3.79553244271
"Lima,OH",522,6986,741,855,4084,2629,1352,1428,4313,2.717670503,3.8442285813,2.86981820798,2.93196611473,3.61108573341,3.41979058611,3.13097669161,3.15472820744,3.63477945815
"Lincoln,NE",398,8256,775,789,5618,2878,4523,1804,4908,2.59988307207,3.91676968428,2.88930170251,2.89707700321,3.74958173487,3.4590907896,3.65542658775,3.25623653321,3.69090455405
"Little-Rock,North-Little-Rock,AR",497,7270,1861,1328,4186,2581,2180,1462,5273,2.69635638873,3.86153441086,3.26974637313,3.12319807503,3.621799224,3.41178800454,3.3384564936,3.16494737262,3.72205777133
"Longview-Marshall,TX",500,6608,509,976,2680,2816,334,834,6898,2.69897000434,3.82007003431,2.70671778234,2.98944981767,3.42813479403,3.44963265047,2.52374646681,2.92116605064,3.83872319003
"Lorain-Elyria,OH",579,8309,1105,609,3629,2582,2565,1602,3301,2.76267856373,3.91954875897,3.04336227802,2.78461729263,3.5597869682,3.41195623793,3.40908736945,3.20466251175,3.51864552433
"Los-Angeles,Long-Beach,CA",885,13868,5153,1960,4345,3195,23567,3948,5316,2.9469432707,4.14201383298,3.71206014246,3.29225607136,3.63798978078,3.50447086249,4.37230430181,3.596377144,3.72558497227
"Louisville,KY-IN",616,6812,2111,937,5420,3028,4916,1942,5402,2.78958071216,3.83327463929,3.32448823331,2.97173959089,3.73399928654,3.48115587083,3.69161187421,3.28824922557,3.73255457985
"Lowell,MA-NH",526,9640,1083,819,3820,2479,3057,1129,6651,2.72098574415,3.9840770339,3.03462845663,2.91328390176,3.58206336291,3.39427652677,3.48529543873,3.05269394192,3.82288694783
"Lubbock,TX",604,6990,900,1608,4158,2545,3402,1702,5923,2.78103693862,3.84447717575,2.95424250944,3.20628604441,3.618884485,3.40568778667,3.53173430928,3.23095955575,3.77254173264
"Lynchburg,VA",642,6934,732,643,4909,2803,1079,1439,4926,2.80753502807,3.84098383732,2.86451108106,2.80821097292,3.6909930321,3.44762309776,3.03302144468,3.15806079394,3.6924944075
"Macon,Warner-Robbins,GA",447,6235,593,783,3144,2651,1435,1204,5659,2.65030752313,3.79483645781,2.77305469336,2.89376176206,3.49748253737,3.42340972773,3.15685190107,3.08062648692,3.75273969394
"Madison,WI",378,9897,2168,779,6084,3047,5123,1944,5448,2.57749179984,3.99550357027,3.33605927787,2.89153745767,3.78418920538,3.48387245422,3.70952435588,3.28869626059,3.7362370989
"Manchester,NH",404,9860,737,633,4595,2728,475,837,7101,2.60638136511,3.99387691494,2.86746748786,2.80140371002,3.66228551572,3.43584436598,2.67669360962,2.92272545799,3.85131951265
"Mansfield,OH",558,6881,303,1072,2876,2871,554,1133,4386,2.74663419894,3.83765155785,2.4814426285,3.03019478536,3.45878888171,3.4580331925,2.74350976473,3.05422990986,3.64206862734
"McAllen-Edinburg-Mission,TX",238,5345,372,836,2117,2644,1231,1059,5739,2.37657695706,3.72794770954,2.57054293988,2.92220627744,3.32572085802,3.42226145081,3.09025805293,3.02489596011,3.75883622475
"Medford,OR",611,9008,256,728,3512,2797,1856,1416,3692,2.78604121024,3.95462837751,2.40823996531,2.86213137931,3.54555450723,3.44669246637,3.26857797188,3.15106325335,3.56726169235
"Melbourne-Titusville-Palm-Bay,FL",582,8721,517,1039,2560,2814,437,3800,7089,2.76492298465,3.94056628649,2.71349054309,3.01661554756,3.40823996531,3.4493240931,2.64048143697,3.57978359662,3.85058497635
"Memphis,TN-AR-MS",514,7015,2043,1488,6247,2804,4486,1994,5160,2.710963119,3.84602767536,3.31026836663,3.17260293121,3.79567150595,3.44777800929,3.65185926925,3.29972515398,3.71264970163
"Miami-Hialeah,FL",634,10267,2314,2459,5202,2879,4837,4300,5840,2.80208925788,4.01144356202,3.36436335462,3.39075852874,3.71617034786,3.45924166488,3.68457608739,3.63346845558,3.76641284711
"Middlesex-Somerset,Hunterdon,NJ",559,12135,2589,691,4198,3539,8058,1596,6324,2.74741180789,4.08403978067,3.41313205043,2.83947804737,3.62304243425,3.54888056264,3.90622726305,3.20303288701,3.80099186126
"Middletown,CT",593,11652,884,646,4636,3128,730,1682,6307,2.77305469336,4.06640047596,2.94645226501,2.810232518,3.66614342729,3.49526674439,2.86332286012,3.22582599146,3.79982283099
"Midland,TX",603,8672,97,1166,5310,2416,438,1502,9980,2.78031731214,3.93811926919,1.98677173427,3.06669855042,3.72509452108,3.38309692995,2.6414741105,3.17666993267,3.99913054129
"Milwaukee,WI",460,10176,3053,826,4945,3044,8766,2902,4982,2.66275783168,4.0075770983,3.4847268043,2.91698004732,3.69416629593,3.4834446481,3.94280146632,3.4626974081,3.6974037232
"Minneapolis-St.-Paul,MN-WI",293,9559,3934,906,5606,3013,11714,2158,5843,2.46686762035,3.98041246161,3.59483435558,2.95712819768,3.74865309342,3.47899913167,4.06870521969,3.33405144035,3.76663588631
"Mobile,AL",442,6704,1469,1511,3345,2779,1764,2164,4565,2.64542226935,3.82633400562,3.16702179579,3.17926446434,3.5243961221,3.44388854678,3.2464985808,3.33525725643,3.65944078187
"Modesto,CA",639,8630,347,1154,2000,2616,631,833,5107,2.80550085816,3.93601079572,2.54032947479,3.06220580882,3.30102999566,3.41763773965,2.80002935924,2.92064500141,3.70816585786
"Monmouth-Ocean,NJ",615,11660,2482,819,2690,2787,7563,3544,6154,2.78887511578,4.06669855042,3.39480177716,2.91328390176,3.42975228,3.44513696871,3.8786941004,3.54949371322,3.78915749191
"Monroe,LA",455,6190,331,957,3606,2453,1528,1541,5537,2.65801139666,3.79169064902,2.51982799378,2.98091193778,3.55702572239,3.38969754821,3.18412335424,3.18780263872,3.74327452351
"Montgomery,AL",483,6754,832,815,3509,2388,1374,1112,4892,2.68394713075,3.8295610563,2.92012332629,2.91115760874,3.54518336822,3.37803432246,3.13798673272,3.04610478725,3.68948644836
"Muncie,IN",530,5800,949,783,4325,2965,2498,1428,3980,2.7242758696,3.76342799356,2.97726621243,2.89376176206,3.6359861118,3.4720246977,3.39759243404,3.15472820744,3.59988307207
"Muskegon,MI",580,6391,699,1537,3353,2630,529,2666,3708,2.76342799356,3.80556881755,2.84447717575,3.1866738675,3.52543355343,3.41995574849,2.72345567204,3.42586014508,3.56913972547
"Nashua,NH",538,10757,853,452,3320,2728,2122,1523,6962,2.73078227567,4.03169116863,2.93094903117,2.65513843481,3.5211380837,3.43584436598,3.32674537957,3.18269990334,3.84273401895
"Nashville,TN",600,7800,1850,984,5030,2763,4342,1849,5938,2.77815125038,3.89209460269,3.2671717284,2.99299509843,3.70156798506,3.44138088492,3.63768981912,3.26693691116,3.77364019326
"Nassua-Suffolk,NY",656,11138,3919,566,2119,3234,8640,3705,7371,2.81690383938,4.04680721355,3.59317526348,2.75281643119,3.32613095671,3.50974001557,3.93651374248,3.56878821232,3.8675264112
"New-Bedsford,MA",643,8087,519,1012,3219,2439,766,1450,4937,2.80821097292,3.90778744311,2.71516735785,3.0051805125,3.50772097669,3.38721180031,2.88422876963,3.16136800223,3.69346312722
"New-Britain,CT",516,10509,1245,903,4900,3128,1360,1217,6470,2.71264970163,4.02156139204,3.09516935143,2.95568775031,3.69019608003,3.49526674439,3.13353890837,3.08529057823,3.81090428067
"New-Haven-Meriden,CT",583,11460,2068,893,5938,3495,7852,1604,5478,2.76566855476,4.05918461763,3.31555053442,2.95085145889,3.77364019326,3.54344718008,3.89498029093,3.20520436395,3.73862202792
"New-London-Norwich,CT-RI",583,10218,556,633,4505,3244,1164,2281,6672,2.76566855476,4.00936589835,2.74507479158,2.80140371002,3.65369479532,3.51108084554,3.06595298031,3.35812528528,3.82425603763
"New-Orleans,LA",498,8515,2586,1604,4579,2995,7978,3500,6453,2.69722934276,3.9301846523,3.41262852054,3.20520436395,3.66077064353,3.47639682673,3.90189403197,3.54406804435,3.80976166511
"New-York,NY",638,13358,7850,2498,8625,2984,56745,3579,5338,2.80482067872,4.12574143913,3.89486965675,3.39759243404,3.93575910375,3.4747988188,4.75392760035,3.55376169839,3.72737856945
"Newark,NJ",601,14220,4106,1461,3514,3362,14224,1818,5690,2.778874472,4.15289959639,3.61341894503,3.16465021593,3.54580175716,3.5265977091,4.15302174363,3.25959387889,3.7551122664
"Niagara-Falls,NY",554,7686,507,775,5561,2538,966,1873,4463,2.74350976473,3.88570038013,2.70500795933,2.88930170251,3.74515289508,3.40449161776,2.98497712642,3.27253777738,3.64962688684
"Norfolk-Virginia-Beach-Newport-News,VA",632,8568,1932,997,3215,3014,7087,2964,5866,2.80071707828,3.93287945782,3.28600712208,2.99869515831,3.50718097726,3.47914324798,3.85046243276,3.47187819931,3.76834205864
"Norwalk,CT",648,20151,2530,625,3536,3029,7273,2268,6432,2.81157500587,4.30429660302,3.40312052118,2.79588001734,3.54851225634,3.48129927333,3.86171358757,3.35564305022,3.80834603574
"Oakland,CA",910,13135,2362,1533,6430,2646,6162,2394,5457,2.95904139232,4.11843007712,3.37327989328,3.18554215485,3.80821097292,3.42258983985,3.78972169398,3.37912414607,3.73695395378
"Ocala,FL",333,6750,489,1327,3798,2864,266,3095,7060,2.52244423351,3.82930377283,2.68930885912,3.12287092286,3.5795549604,3.45697301364,2.42488163663,3.49066065336,3.84880470105
"Odessa,TX",603,6689,384,1698,1944,2721,259,900,7565,2.78031731214,3.82536119595,2.58433122437,3.22993768591,3.28869626059,3.43472854178,2.41329976408,2.95424250944,3.87880893236
"Oklahoma-City,OK",554,7186,1623,1297,4459,2908,4843,1742,8119,2.74350976473,3.85648721287,3.21031851983,3.11293997608,3.64923747235,3.46359440219,3.68511446905,3.24104815067,3.90950254141
"Olympia,WA",726,8263,338,752,4083,2625,708,1451,4912,2.8609366207,3.91713775276,2.52891670028,2.87621784059,3.61097937992,3.41912930774,2.85003325769,3.16166741244,3.69125835813
"Omaha,NE-IA",440,7128,2559,1008,5806,3069,3787,1977,5853,2.64345267649,3.85296769103,3.40807028589,3.00346053211,3.7638770315,3.48699688843,3.57829530512,3.29600666931,3.76737852411
"Orange-County,NY",509,10173,1574,804,3299,2754,6987,1866,5822,2.70671778234,4.0074490445,3.19700472802,2.90525604875,3.51838231555,3.43996393592,3.84429074325,3.27091163941,3.7650722011
"Orlando,FL",457,8196,765,1671,5887,2976,2681,2881,7413,2.65991620007,3.91360194973,2.88366143515,3.22297644989,3.76989403581,3.47363292687,3.42829681398,3.45954325828,3.86999400012
"Owensboro,KY",524,6760,812,568,2273,2491,804,852,6062,2.71933128698,3.82994669594,2.90955602924,2.75434833571,3.35659943572,3.39637372754,2.90525604875,2.93043959477,3.78261593203
"Oxnard-Ventura,CA",890,14000,1106,791,2238,2155,2769,2135,5514,2.94939000664,4.14612803568,3.04375512697,2.8981764835,3.34986008219,3.3334472745,3.44232295575,3.32939787936,3.74146676177
"Panama-City,FL",536,6373,201,1344,2778,2500,755,2089,6083,2.72916478969,3.80434391848,2.30319605742,3.12839926872,3.4437322414,3.39794000867,2.87794695163,3.31993843998,3.78411781646
"Parkerburg-Marietta,WV-OH",617,6657,665,488,4399,2503,91,1148,5187,2.79028516403,3.82327855695,2.8228216453,2.688419822,3.64335396198,3.39846084961,1.95904139232,3.05994188806,3.71491624799
"Pascagoula,MS",584,6248,593,591,1750,1701,155,1956,4491,2.76641284711,3.79574102087,2.77305469336,2.77158748088,3.24303804869,3.23070431361,2.19033169817,3.29136885045,3.65234305506
"Pawtucket-Woonsocket-Attleboro,RI-MA",586,9462,1117,744,4738,3058,480,1513,5154,2.76789761602,3.97598294371,3.04805317312,2.87157293555,3.67559505639,3.48543748108,2.68124123738,3.17983892802,3.71214441421
"Pensacola,FL",536,6479,563,1472,2918,2914,1954,2160,6029,2.72916478969,3.81150797995,2.75050839485,3.16790781,3.46508528756,3.46448954743,3.29092455938,3.33445375115,3.78024528387
"Peoria,IL",491,8388,1184,921,2967,2452,2294,1688,4073,2.69108149212,3.92365842179,3.07335170239,2.9642596302,3.47231754632,3.38952046585,3.36059341357,3.22737244229,3.60991441009
"Philadelphia,PA-NJ",630,8310,5158,1059,5903,3781,17270,1979,5638,2.79934054945,3.91960102378,3.7124813378,3.02489596011,3.77107278322,3.57760667736,4.23729233757,3.29644579421,3.75112507154
"Phoenix,AZ",536,8921,1584,1268,4729,2942,4573,2472,6415,2.72916478969,3.95041353937,3.19975517725,3.10311925355,3.67476931402,3.46864266839,3.66020120138,3.39304846642,3.80719666071
"Pine-Bluff,AR",463,5674,617,1169,1671,2554,373,793,4247,2.66558099102,3.75388933146,2.79028516403,3.06781451116,3.22297644989,3.40722089293,2.57170883181,2.89927318732,3.62808226099
"Pittsburgh,PA",586,8099,3413,687,5616,3544,11069,2145,5261,2.76789761602,3.90843139897,3.53313628828,2.83695673706,3.74942709912,3.54949371322,4.04410838745,3.33142729652,3.7210683018
"Pittsfield,MA",482,7807,694,638,3759,3264,228,1420,5483,2.68304703824,3.89248417936,2.84135947045,2.80482067872,3.57507232571,3.51375015008,2.357934847,3.15228834438,3.73901824588
"Portland,ME",483,8100,834,823,5185,2973,2351,3366,6186,2.68394713075,3.90848501888,2.92116605064,2.91539983521,3.71474876073,3.4731949092,3.37125262912,3.52711411164,3.79140991567
"Portland,OR",768,9912,1590,1504,5947,3343,5160,2532,4535,2.88536122003,3.99616129337,3.20139712432,3.17724783626,3.7742979385,3.52413637659,3.71264970163,3.40346370135,3.6565772914
"Portsmouth-Dover-Rochester,NH-ME",469,9966,596,475,2321,3026,165,1390,8367,2.67117284272,3.99852088284,2.77524625974,2.67669360962,3.36567514046,3.48086892369,2.21748394421,3.14301480025,3.92256976899
"Poughkeepsie,NY",488,9981,355,633,4166,2898,785,1670,6746,2.688419822,3.99917405559,2.55022835306,2.80140371002,3.61971926561,3.46209838114,2.89486965675,3.22271647115,3.82904633685
"Providence,RI",586,9274,2467,998,5474,3558,6152,2263,5154,2.76789761602,3.96726709156,3.39216914949,2.99913054129,3.73830479307,3.55120594375,3.78901632679,3.35468455395,3.71214441421
"Provo-Orem,UT",500,9321,198,485,4546,2618,1985,3300,3459,2.69897000434,3.96946250797,2.29666519026,2.6857417386,3.65762943139,3.41796964221,3.2977605111,3.51851393988,3.53895056201
"Pueblo,CO",497,6637,468,1181,3501,2653,1307,1619,4646,2.69635638873,3.82197181764,2.67024585307,3.07224989761,3.54419211077,3.42373724998,3.11627558758,3.20924684875,3.66707920546
"Racine,WI",496,8943,931,1055,3558,2732,1171,2016,4415,2.69548167649,3.95148323075,2.96894968098,3.02325245963,3.55120594375,3.43648069501,3.06855689507,3.30449052777,3.64493070791
"Raleigh-Durham,NC",647,8230,3476,981,6544,3455,5730,1606,6405,2.81090428067,3.91539983521,3.54107976778,2.99166900738,3.81584329066,3.53844805171,3.75815462197,3.20574554094,3.80651913408
"Reading,PA",614,7614,1154,522,3120,3028,1108,1549,5587,2.78816837114,3.88161287248,3.06220580882,2.717670503,3.49415459402,3.48115587083,3.04453976039,3.19005141776,3.74717867136
"Redding,CA",664,8584,274,892,5727,2471,845,2424,4459,2.82216807937,3.93368970896,2.43775056282,2.95036485438,3.75792718311,3.3928727454,2.92685670895,3.38453261549,3.64923747235
"Reno,NV",535,12449,615,1116,6767,2529,2210,2386,5677,2.72835378202,4.09513446694,2.78887511578,3.0476641946,3.83039617648,3.40294882934,3.34439227369,3.37767043933,3.75411889423
"Richland-Kinnewick-Pasco,WA",664,8461,300,779,4714,1728,529,1204,5326,2.82216807937,3.92742169505,2.47712125472,2.89153745767,3.67338957819,3.23754373814,2.72345567204,3.08062648692,3.7264011621
"Richmond-Petersburg,VA",585,8343,2448,1076,6680,2940,5697,1943,5870,2.76715586608,3.92132224358,3.38881141347,3.03181227133,3.82477646248,3.46834733041,3.75564621946,3.2884728006,3.76863810125
"Riverside-San-Bernardino,CA",615,9754,2201,1475,3141,2596,5327,1918,4923,2.78887511578,3.98918275126,3.34262004255,3.16879202031,3.4970679364,3.41430468813,3.72648269678,3.28284860283,3.69222983577
"Roanoke,VA",652,7476,1036,784,3872,2723,1263,2036,5287,2.81424759573,3.87366929271,3.01535975541,2.89431606268,3.58793534864,3.43504764134,3.10140335056,3.30877777366,3.72320931041
"Rochester,MN",308,9193,2966,437,4399,2134,769,1503,6099,2.4885507165,3.96345726012,3.47217114669,2.64048143697,3.64335396198,3.32919441509,2.8859263398,3.17695898059,3.78525863336
"Rochester,NY",536,8609,1969,894,5165,3582,6956,2659,6304,2.72916478969,3.93495270782,3.29424571614,2.9513375188,3.71307032586,3.55412558151,3.84235957333,3.42471833733,3.79961620448
"Rockford,IL",466,7584,969,1156,2987,2680,1026,933,4592,2.66838591669,3.87989832433,2.98632377705,3.06295783408,3.4752352226,3.42813479403,3.01114736078,2.96988164375,3.66200187939
"Sacramento,CA",576,9855,1027,1363,5097,2793,4483,2306,5309,2.76042248342,3.99365662862,3.0115704436,3.13449585583,3.70731463359,3.4460709357,3.65156873887,3.36285930296,3.72501272534
"Saginaw-Bay-City-Midland,MI",515,7368,1022,1068,3186,2772,1708,2059,3709,2.71180722904,3.86734961719,3.0094508958,3.02857125269,3.50324577147,3.44279322594,3.23248786635,3.31365634662,3.56925683333
"St.-Cloud,MN",195,7235,603,343,4565,2502,1871,1572,5488,2.29003461136,3.85943853546,2.78031731214,2.53529412004,3.65944078187,3.39828730536,3.2720737875,3.1964525417,3.7394141027
"St.-Joseph,MO",475,5589,223,969,2689,2927,879,1265,5991,2.67669360962,3.74733410962,2.34830486305,2.98632377705,3.42959080222,3.46642272243,2.94398887507,3.10209052551,3.77749931959
"St.-Louis,MO-IL",537,7605,2850,1306,7119,3530,8896,2243,5800,2.7299742857,3.88109921839,3.45484486001,3.11594317694,3.85241899294,3.54777470539,3.94919477424,3.35082927358,3.76342799356
"Salem,OR",716,8378,749,1014,4732,3278,691,1873,3835,2.85491302231,3.92314035603,2.8744818177,3.006037955,3.67504473596,3.51560894923,2.83947804737,3.27253777738,3.58376536828
"Salem-Glouster,MA",644,11622,1232,490,3459,2729,3276,2234,6309,2.80888586736,4.0652808711,3.09061070783,2.69019608003,3.53895056201,3.43600353567,3.51534389309,3.34908316878,3.79996052741
"Salinas-Seaside-Monterey,CA",843,13838,352,1107,4160,2439,1004,3179,5656,2.92582757462,4.14107332627,2.54654266348,3.04414762088,3.61909333063,3.38721180031,3.00173371281,3.50229052791,3.75250940079
"Salt-Lake-City-Ogden,UT",541,9466,1631,969,6228,2340,5528,3900,4942,2.73319726511,3.97616650013,3.21245396104,2.98632377705,3.7943486039,3.36921585741,3.74256803437,3.59106460703,3.69390274107
"San-Angelo,TX",488,6321,236,1032,2938,2707,1301,1136,7720,2.688419822,3.80078579033,2.37291200297,3.01367969729,3.46805179145,3.43248825577,3.11427729656,3.05537833138,3.88761730034
"San-Antonio,TX",398,6898,1337,1197,5387,2938,4295,1509,6873,2.59988307207,3.83872319003,3.12613140726,3.07809415041,3.73134697555,3.46805179145,3.63296316817,3.17868923978,3.83714634391
"San-Diego,CA",903,14465,2416,1099,5489,2794,8818,3347,5489,2.95568775031,4.16031843798,3.38309692995,3.04099769242,3.73949323078,3.44622640178,3.94537009449,3.52465571236,3.73949323078
"San-Francisco,CA",910,17158,3726,1619,8299,3371,14226,4600,6063,2.95904139232,4.23446666349,3.57124285056,3.20924684875,3.91902576459,3.52775875252,4.15308280436,3.66275783168,3.78268756823
"San-Jose,CA",850,16048,2117,1065,5224,2709,6446,1964,7270,2.92941892571,4.20542091568,3.32572085802,3.02734960777,3.71800316827,3.43280900503,3.80929030118,3.29314148345,3.86153441086
"Santa-Barbara-Santa-Maria-Lompoc,CA",855,15547,532,1026,5662,2719,2684,3300,5821,2.93196611473,4.19164659856,2.7259116323,3.01114736078,3.75296986503,3.43440920759,3.4287825115,3.51851393988,3.76499759928
"Santa-Cruz,CA",843,14303,1035,964,5010,2611,3748,1703,5335,2.92582757462,4.15542713864,3.01494034979,2.9840770339,3.69983772587,3.41680687182,3.57379958222,3.23121464796,3.72713442376
"Santa-Rosa-Petaluma,CA",732,12931,1052,912,3313,2722,3457,2255,5703,2.86451108106,4.11163211171,3.02201573982,2.95999483833,3.52022143588,3.43488812087,3.53869937954,3.35314654621,3.75610337159
"Sarasota,FL",391,9560,801,939,3742,2626,817,2535,7715,2.5921767574,3.98045789228,2.90363251608,2.97266559227,3.57310378316,3.41929472175,2.91222205653,3.40397796367,3.8873359304
"Savannah,GA",542,6896,1084,1614,5958,2456,2262,2237,5591,2.73399928654,3.83859725282,3.0350292822,3.20790353039,3.77510049888,3.39022836247,3.35449260059,3.3496659841,3.74748949226
"Scranton-Wilkes-Barre,PA",575,6697,1219,372,3683,3230,1832,1386,4907,2.75966784469,3.82588029894,3.08600370562,2.57054293988,3.56620171885,3.50920252233,3.26292546933,3.14176323028,3.69081605798
"Seattle,WA",808,10183,2715,1170,6634,2710,9577,4800,5901,2.90741136077,4.00787574377,3.43376983392,3.06818586175,3.82177546718,3.43296929087,3.98122948742,3.68124123738,3.77092561464
